id,geom,subway_500,natural_500
30295136,"40.73237,-73.98495",0,2
30295374,"40.6985,-73.93578",1,0
30295700,"40.70268,-73.90824",3,0
30295881,"40.717,-73.99717",0,4
30295927,"40.73785,-73.99214",0,1
30296033,"40.80446,-73.95567",0,2
30296168,"40.69118,-73.9083",1,0
30296204,"40.7198,-73.95813",0,2
30296364,"40.62375,-73.96286",0,0
30296768,"40.6772,-73.94442",0,0
30297591,"40.79939,-73.95218",0,1
30297696,"40.6848,-73.96614",0,2
30299604,"40.71478,-74.01161",5,6
30307336,"40.74458,-73.90752",0,0
30307691,"40.72445,-73.98922",0,2
30308289,"40.80177,-73.9693",0,1
30310012,"40.80385,-73.96305",0,3
30310098,"40.82251,-73.9512",0,0
30310318,"40.73872,-73.82863",0,0
30310672,"40.78748,-73.94779",0,1
30310984,"40.68677,-73.95522",0,0
30311099,"40.70209,-73.94223",0,0
30311572,"40.81403,-73.94957",0,0
30312506,"40.75907,-73.99558",1,5
30312515,"40.84556,-73.94025",1,1
30312525,"40.81875,-73.93691",0,1
30312807,"40.77556,-73.90866",0,0
30313152,"40.76189,-73.99955",0,2
30313661,"40.76211,-73.99791",0,2
30313903,"40.66661,-73.95301",0,0
30313929,"40.71679,-73.95644",1,0
30314104,"40.76093,-73.99924",0,2
30314337,"40.76214,-73.99899",0,2
30314623,"40.76171,-73.99793",0,2
30314761,"40.6188,-73.95417",1,0
30314819,"40.69097,-73.92166",0,0
30314964,"40.87821,-73.86354",1,0
30315087,"40.76086,-73.99964",0,2
30315498,"40.6753,-73.96768",0,1
30315829,"40.73468,-73.95418",0,1
30315979,"40.69091,-73.97202",0,0
30316546,"40.76136,-73.99205",1,1
30316570,"40.77655,-73.94787",0,3
30319473,"40.64456,-74.00839",0,0
30319831,"40.71217,-73.94396",1,0
30320090,"40.74475,-73.98337",1,2
30320921,"40.76194,-73.91255",0,0
30321082,"40.70855,-73.96782",0,1
30321542,"40.70463,-73.91183",1,0
30321732,"40.76935,-73.9534",0,1
30322497,"40.73751,-74.00231",2,2
30323677,"40.73598,-73.99903",1,2
30323806,"40.76168,-73.98969",1,1
30324051,"40.69684,-73.92241",2,0
30324225,"40.79949,-73.93531",0,1
30324273,"40.65882,-73.92947",0,0
30325235,"40.70787,-73.94974",1,0
30325250,"40.80453,-73.95015",0,0
30325586,"40.7233,-73.97882",0,3
30325604,"40.71293,-73.94283",0,0
30325639,"40.76212,-73.71928",0,3
30326645,"40.88229,-73.84295",1,0
30326749,"40.65513,-73.95632",1,0
30327469,"40.73734,-73.99327",1,1
30330519,"40.80401,-73.96635",0,3
30333873,"40.80373,-73.95805",0,3
30334838,"40.80384,-73.95754",0,3
30337531,"40.69346,-73.99814",0,5
30338113,"40.67878,-73.94094",0,0
30339161,"40.72176,-73.95616",0,1
30339947,"40.74154,-73.99283",0,2
30340057,"40.75853,-73.93227",0,0
30340086,"40.82388,-73.95527",0,1
30340089,"40.72577,-73.98535",0,3
30340171,"40.87684,-73.86389",1,0
30340538,"40.72113,-73.99595",0,1
30341514,"40.79181,-73.96747",1,2
30343546,"40.69598,-73.89972",0,0
30344630,"40.77538,-73.94857",0,3
30344912,"40.75993,-73.99089",1,1
30344925,"40.66557,-73.98044",0,0
30345024,"40.70844,-73.90905",0,0
30346011,"40.71826,-73.99338",1,3
30346056,"40.66533,-73.98212",0,0
30347034,"40.66388,-73.99475",0,0
30347099,"40.73004,-74.00128",2,2
30347708,"40.70743,-74.00443",4,3
30347852,"40.69504,-73.93061",2,1
30347868,"40.77409,-73.9519",0,1
30348506,"40.72194,-73.95511",0,1
30348624,"40.66272,-73.76849",0,0
30348636,"40.86698,-73.85178",1,0
30348644,"40.73857,-73.97972",0,2
30348712,"40.69657,-73.93274",1,0
30348944,"40.80623,-73.95343",0,1
30348979,"40.7886,-73.96862",0,1
30349105,"40.73034,-74.01022",1,1
30349243,"40.6716,-73.95847",1,2
30349344,"40.65603,-73.9516",0,0
30350359,"40.72268,-73.94349",0,0
30351170,"40.79382,-73.96984",1,0
30351256,"40.66106,-73.96189",1,9
30351642,"40.81443,-73.95688",0,1
30352538,"40.70946,-73.96567",0,1
6163657,"40.77253,-73.95789",0,0
6164719,"40.72134,-73.99104",1,2
6165032,"40.66216,-73.96114",1,11
6165564,"40.6874,-73.94339",0,0
6167683,"40.77804,-73.97611",2,6
6167817,"40.73905,-74.0014",0,2
6168331,"40.69505,-73.93161",2,1
6168663,"40.81192,-73.95239",0,0
6169068,"40.66798,-73.9761",0,1
6169172,"40.69677,-73.97622",0,1
6169335,"40.70801,-73.9011",1,0
6169897,"40.82135,-73.95521",0,1
6169981,"40.73556,-73.98679",0,2
6170979,"40.68678,-73.96044",0,0
6171211,"40.66746,-73.96073",0,14
6179073,"40.5777,-73.93988",0,2
6179500,"40.74174,-73.97878",0,0
6180121,"40.82122,-73.92773",0,1
6180741,"40.71526,-73.9867",1,1
6180762,"40.76877,-73.9846",1,3
6181131,"40.63438,-74.11518",0,1
6182580,"40.67603,-73.95302",1,0
6184748,"40.70778,-73.94953",1,0
6184827,"40.68994,-73.92125",0,0
6184855,"40.71998,-73.95838",0,2
6185426,"40.71178,-73.95684",1,0
6185599,"40.83776,-73.94087",1,1
6185629,"40.69542,-73.9497",0,0
6185880,"40.80121,-73.96163",0,2
6187204,"40.71546,-73.99226",1,1
6188014,"40.77901,-73.97596",2,4
6188022,"40.73163,-73.95434",0,0
6192999,"40.70776,-73.95886",0,0
6195564,"40.71371,-73.95433",1,0
6196265,"40.7802,-73.90913",0,3
6196354,"40.70472,-73.93784",1,0
6196860,"40.85901,-73.92874",2,1
6197119,"40.66356,-73.95667",1,5
6197134,"40.6681,-73.98319",1,0
6197915,"40.72182,-73.99263",1,2
6198343,"40.71776,-73.94538",1,0
6198636,"40.77889,-73.98155",2,2
6200613,"40.79422,-73.97565",1,1
6200692,"40.81143,-73.95987",0,2
6201730,"40.83562,-73.94581",1,1
6201914,"40.81422,-73.95199",0,0
6208002,"40.85677,-73.93715",2,1
6208855,"40.78428,-73.94872",0,1
6209084,"40.71295,-73.93716",0,1
6209147,"40.79614,-73.93787",0,1
6209619,"40.80686,-73.9554",0,2
6209799,"40.73697,-73.98074",0,3
6209994,"40.68556,-73.96238",0,0
6210050,"40.68901,-73.94054",0,0
6215083,"40.70431,-73.94528",0,0
6216318,"40.7137,-73.94214",0,0
6220514,"40.72551,-73.97893",0,2
6220699,"40.68346,-73.96264",0,1
6221877,"40.62672,-74.02802",0,0
6223929,"40.72342,-73.99292",1,2
6224336,"40.74253,-73.9549",0,2
6225501,"40.71479,-73.96048",0,1
6225766,"40.72014,-73.99268",1,2
6225935,"40.80301,-73.96644",0,2
6225968,"40.82337,-73.94529",0,0
6225974,"40.714,-73.96253",0,2
6226327,"40.75531,-73.966",1,3
6226794,"40.76449,-73.96169",0,1
6227027,"40.78302,-73.98057",2,1
6227341,"40.67998,-73.9452",0,0
6227680,"40.65336,-73.94345",0,0
6227871,"40.68465,-73.96051",1,0
6228461,"40.62674,-74.02996",0,0
6232987,"40.74409,-73.97145",0,1
6233779,"40.70834,-73.96646",0,1
6233819,"40.7755,-73.9475",0,3
6234096,"40.79445,-73.93307",0,1
6234329,"40.77262,-73.92364",0,1
6236181,"40.78078,-73.97466",0,4
6237065,"40.58148,-73.96696",0,0
6237443,"40.67554,-73.96835",0,1
6237974,"40.682,-73.92246",0,0
6238281,"40.76497,-73.9933",0,2
6239508,"40.68465,-73.8684",0,0
6239643,"40.64943,-73.96245",2,1
6242355,"40.71046,-73.96054",0,0
6242600,"40.67986,-73.94259",0,0
6243991,"40.66586,-73.97948",0,0
6244089,"40.84819,-73.90648",0,0
6244461,"40.67847,-73.96694",0,3
6245408,"40.80373,-73.95523",0,2
6245521,"40.68403,-73.93641",0,0
6245792,"40.68549,-73.93532",0,0
6246010,"40.68517,-73.9369",0,0
6246559,"40.72587,-73.98244",0,2
6246681,"40.71475,-73.93782",0,1
6247104,"40.85475,-73.93372",2,1
6247466,"40.71905,-73.93905",0,0
6248093,"40.76288,-73.96084",0,1
6248335,"40.82883,-73.88854",0,1
6249050,"40.85228,-73.93498",1,1
6249100,"40.78354,-73.94699",0,1
6249465,"40.80461,-73.96401",0,4
6249740,"40.68537,-73.95402",1,0
6252815,"40.66936,-73.98116",0,0
6253399,"40.71494,-73.95472",1,0
6255407,"40.82903,-73.94123",0,0
6255597,"40.68698,-73.97097",1,0
6256470,"40.84626,-73.90473",0,0
6257586,"40.69755,-73.92748",1,0
6257715,"40.68559,-73.96932",0,1
6258983,"40.68323,-73.95642",1,0
6259928,"40.72745,-73.98362",0,3
6259989,"40.67822,-73.96069",2,0
6260442,"40.77894,-73.98099",2,2
6261696,"40.70839,-73.94538",1,0
6261890,"40.71234,-73.94085",0,0
6261971,"40.80146,-73.96132",0,2
6262339,"40.85457,-73.94062",1,1
6262496,"40.73889,-73.99749",0,1
6262536,"40.76295,-73.98435",2,7
6262562,"40.71448,-73.85286",0,0
6262645,"40.79115,-73.94663",0,2
6262821,"40.7175,-73.98435",1,2
6263101,"40.71335,-73.95789",0,0
6268515,"40.75179,-73.98606",3,16
6269439,"40.68739,-73.94859",0,0
6269517,"40.7137,-73.93734",0,1
6269608,"40.75546,-73.99701",2,3
6269610,"40.75691,-73.9984",1,4
6269646,"40.75532,-73.8206",0,0
6269808,"40.65246,-73.97369",0,1
6269945,"40.77867,-73.95121",0,0
6269968,"40.75717,-73.82004",0,0
6271152,"40.71296,-74.00982",5,5
6272125,"40.7207,-73.96217",0,2
6272181,"40.67905,-73.95612",2,0
6273469,"40.73674,-74.00832",1,3
6273500,"40.7882,-73.94762",0,1
6274181,"40.71544,-73.95552",1,0
6277476,"40.78042,-73.95128",0,0
6278513,"40.69148,-73.9388",0,0
6279160,"40.78203,-73.97644",2,2
6283028,"40.7722,-73.98119",1,4
6283933,"40.67678,-73.99708",0,1
6284582,"40.84656,-73.94143",0,1
6285403,"40.78709,-73.94423",0,1
6285844,"40.70451,-73.92685",0,1
6286253,"40.69756,-73.92209",2,0
6286307,"40.67809,-73.95903",2,0
6287961,"40.73112,-73.98364",0,4
6288004,"40.71063,-73.99526",0,2
6290301,"40.58662,-73.94263",0,0
6290988,"40.68648,-73.97525",3,0
6291371,"40.62449,-74.02977",0,0
6291454,"40.71859,-73.95598",1,0
6291568,"40.70792,-73.94274",0,0
6292309,"40.63822,-73.97123",0,0
6292334,"40.77357,-73.95193",0,1
6292828,"40.71075,-73.95168",1,0
6292866,"40.65263,-73.93215",0,0
6292893,"40.72232,-73.98289",1,2
6297266,"40.66066,-73.99257",0,0
6300353,"40.69793,-73.92775",1,0
6300424,"40.72469,-73.95099",0,0
6300809,"40.77468,-73.97966",2,4
6301965,"40.7234,-73.99967",0,0
6302159,"40.69985,-73.94001",1,0
6302423,"40.73318,-74.00745",1,2
6302460,"40.68728,-73.94104",0,0
6302996,"40.84773,-73.93346",0,1
6303109,"40.68749,-73.99899",0,1
6303611,"40.72666,-73.94819",0,0
6303845,"40.68634,-73.95112",0,0
6304002,"40.68563,-73.94953",0,0
6304307,"40.716,-73.94666",1,0
6304803,"40.69322,-73.96554",0,0
6304928,"40.71749,-73.96525",0,3
6305027,"40.68492,-73.97913",3,0
6305553,"40.64345,-73.98258",0,1
6309328,"40.70227,-73.92926",2,0
6311716,"40.73284,-73.95822",0,2
6311978,"40.71959,-73.98984",1,2
6313624,"40.74253,-73.98006",0,0
6314148,"40.72652,-73.99259",0,1
6314794,"40.82782,-73.95155",0,1
6315050,"40.69053,-73.95466",0,0
6315659,"40.63598,-73.95611",0,0
6316005,"40.68068,-73.92874",0,0
6316121,"40.68321,-73.93666",0,0
6316666,"40.67173,-73.97724",0,0
6316786,"40.66083,-73.96247",1,8
6321475,"40.62536,-73.929",0,0
6322937,"40.7645,-73.93181",0,1
6323445,"40.77032,-73.96161",0,1
6323975,"40.75815,-73.99374",1,0
6324190,"40.69564,-73.93335",1,1
6325210,"40.68608,-73.92347",0,0
6326345,"40.68851,-73.9574",0,0
6326410,"40.73069,-73.98515",0,3
4071007,"40.71995,-73.99975",0,2
4074248,"40.71413,-73.94868",1,0
4074892,"40.75735,-73.99603",2,3
4076084,"40.71009,-73.96471",0,2
4077090,"40.66693,-73.98801",4,0
4077427,"40.70808,-73.94757",1,0
4077428,"40.71585,-73.99014",1,1
4077460,"40.69013,-73.92805",0,1
4081707,"40.67815,-74.01443",0,4
4081800,"40.80856,-73.94573",0,0
4081926,"40.67425,-73.75796",0,0
4082062,"40.8806,-73.83433",1,0
4082357,"40.72631,-73.94127",0,1
4083049,"40.68634,-73.92516",0,0
4084603,"40.72878,-73.98521",0,1
4085647,"40.65741,-73.87854",0,0
4088506,"40.71381,-73.96065",0,1
4089102,"40.68407,-73.95487",1,0
4089189,"40.6921,-73.96797",0,0
4089492,"40.70794,-73.92168",0,0
4089915,"40.7041,-73.92476",0,0
4090748,"40.76965,-73.96258",0,1
4091629,"40.68387,-73.95373",1,0
4092826,"40.71291,-73.84678",0,0
4093399,"40.88009,-73.83442",1,0
4093511,"40.72651,-74.00014",0,2
4093591,"40.69216,-73.90859",1,0
4096470,"40.68663,-73.9379",0,0
4097279,"40.73131,-73.98321",0,4
4097284,"40.63056,-73.89043",0,1
4098078,"40.8236,-73.94743",0,0
4098271,"40.71273,-73.9882",0,2
4098814,"40.68641,-73.94735",0,0
4102208,"40.67335,-73.99886",0,1
4102483,"40.78156,-73.97796",2,1
4103623,"40.65157,-73.97383",0,1
4103970,"40.72122,-73.94121",0,0
4108547,"40.72333,-73.98838",1,2
4108799,"40.72452,-73.93916",0,1
4109246,"40.70569,-73.92268",0,0
4109420,"40.76177,-73.91359",0,0
4110645,"40.63745,-74.02534",0,0
4115327,"40.66617,-73.98627",4,0
4116403,"40.67284,-73.9521",1,0
4117134,"40.76032,-73.99076",1,1
4117817,"40.71673,-73.94316",0,0
4118244,"40.67823,-73.99515",0,1
4118907,"40.74947,-73.91472",0,0
4119763,"40.87184,-73.88622",1,0
4119794,"40.70989,-74.00105",1,2
4120122,"40.7105,-73.9438",1,0
4120182,"40.71293,-73.84915",0,0
4121110,"40.79145,-73.97709",1,2
4121173,"40.70499,-74.00819",3,5
4121363,"40.80738,-73.93707",1,1
4125398,"40.78732,-73.97489",0,0
4125515,"40.67673,-73.9362",0,0
4126452,"40.73327,-73.98503",0,2
4126676,"40.76468,-73.98514",1,5
4127402,"40.67822,-73.95883",2,0
4127524,"40.74264,-73.95122",1,1
4128337,"40.67879,-73.93653",0,0
4128428,"40.74713,-73.98075",0,1
4128450,"40.6883,-73.99132",0,0
4128603,"40.72884,-73.98277",0,2
4129195,"40.75097,-73.99562",1,1
4129212,"40.64449,-73.97238",0,0
4129365,"40.64335,-73.96316",2,0
4129487,"40.68706,-73.93077",0,0
4129513,"40.68707,-73.93247",0,0
4129541,"40.68627,-73.93131",0,0
4129909,"40.69485,-73.93387",1,1
4129992,"40.63146,-73.96486",1,0
4130266,"40.69562,-73.93792",1,1
4132116,"40.63268,-73.96059",1,0
4134035,"40.69682,-73.9837",1,0
4135674,"40.68786,-73.97339",3,0
4135848,"40.82498,-73.93629",1,1
4135876,"40.81892,-73.94647",0,0
4136252,"40.80985,-73.94348",1,0
4136596,"40.72005,-73.98649",1,3
4137414,"40.72934,-73.98603",0,3
4137415,"40.70495,-73.9209",0,0
4137645,"40.71243,-73.95655",1,0
4137680,"40.77607,-73.98035",2,3
4137756,"40.70293,-73.90771",3,0
4137789,"40.65282,-73.97394",0,1
4137900,"40.76968,-73.9593",0,0
4137979,"40.72126,-73.94328",0,0
4140622,"40.68514,-73.93207",0,0
4140776,"40.71146,-73.84677",0,0
4142125,"40.66355,-73.99547",0,0
4144519,"40.74059,-73.91985",0,1
4144630,"40.71794,-73.95682",1,1
4144849,"40.74411,-74.00204",0,0
4145124,"40.7555,-73.9926",2,0
4145494,"40.67205,-73.95092",0,0
4148088,"40.80709,-73.94952",0,0
4148280,"40.66079,-73.95693",1,3
4150932,"40.67579,-73.9679",0,1
4150972,"40.70599,-73.89755",1,0
4152752,"40.76444,-73.98965",0,2
4154009,"40.79545,-73.96595",0,1
4155012,"40.72784,-73.99104",0,0
4155099,"40.62864,-73.89265",0,2
4156015,"40.79591,-73.93316",0,1
4157064,"40.64076,-74.0224",0,0
4157451,"40.76805,-73.95424",0,1
4158078,"40.69518,-73.9038",0,0
4160934,"40.67495,-73.93845",0,0
4161127,"40.65337,-73.97483",0,1
4162292,"40.63512,-73.95815",1,0
4162519,"40.63995,-73.96196",2,0
4163020,"40.78398,-73.97795",0,1
4163710,"40.6251,-73.96163",0,0
4163742,"40.6888,-73.97635",3,0
4163781,"40.71007,-73.95653",1,0
4163804,"40.78085,-73.98471",2,1
4165278,"40.71906,-73.98433",1,2
4168660,"40.72022,-73.96055",0,2
4168812,"40.6805,-73.93775",0,0
4169094,"40.77375,-73.91646",0,0
4169840,"40.70732,-73.91926",0,0
4170460,"40.6956,-73.94827",0,0
4170796,"40.80849,-73.9446",1,0
4171272,"40.69917,-73.93146",2,0
4171406,"40.7095,-73.94945",1,0
4171692,"40.67412,-73.93833",0,0
4172633,"40.75637,-73.92132",0,0
4172947,"40.6942,-73.95269",0,0
4173751,"40.81619,-73.94003",0,1
4174115,"40.7244,-73.99763",0,1
4174286,"40.69358,-73.91914",0,0
4174847,"40.7078,-73.90177",1,0
4178152,"40.67599,-73.93995",0,0
4178851,"40.71961,-73.95837",0,2
4179420,"40.64251,-73.9597",2,0
4180643,"40.71814,-73.98411",1,2
4181598,"40.76239,-73.99227",1,2
4182262,"40.68312,-73.92507",0,0
4182568,"40.70969,-73.96225",0,0
4183424,"40.73314,-74.00475",2,2
4183664,"40.67196,-73.93824",0,0
4183801,"40.68454,-73.93178",0,0
4183989,"40.80606,-73.95061",0,0
4187387,"40.7661,-73.9573",0,1
4187653,"40.62433,-74.02892",0,0
4187747,"40.77065,-73.95064",0,1
4188351,"40.69389,-73.93058",2,1
4188807,"40.66018,-73.96005",1,5
4189428,"40.67925,-73.97463",1,1
4190301,"40.69525,-73.93768",1,1
4191257,"40.74643,-73.97536",0,2
4192400,"40.69233,-73.90579",1,0
4194010,"40.86496,-73.9262",1,2
4194494,"40.72149,-73.99815",0,0
4195677,"40.74944,-73.91361",0,0
4196039,"40.72401,-73.94016",0,1
4197760,"40.76169,-73.95682",1,3
4198391,"40.72956,-73.98275",0,4
4198695,"40.62735,-73.95704",0,0
4199411,"40.73062,-73.99122",0,0
4199782,"40.6656,-73.98575",3,0
4201905,"40.70956,-74.01341",5,13
4203460,"40.7444,-73.98031",0,0
4204083,"40.6789,-73.94001",0,0
4204302,"40.73293,-73.99782",1,2
4204988,"40.72577,-73.99337",0,1
4205232,"40.71564,-73.95107",1,0
4205816,"40.66423,-73.99565",0,0
4206034,"40.63481,-74.09591",0,2
4206087,"40.66066,-73.95965",1,6
4208547,"40.67417,-73.94028",0,0
4209106,"40.68526,-73.97154",2,1
4211276,"40.66302,-73.95198",0,0
4211510,"40.76989,-73.90735",0,0
4215595,"40.71329,-73.99047",1,2
4216183,"40.71543,-73.94159",0,0
4216435,"40.88399,-73.89502",0,1
4216745,"40.67658,-73.9444",0,0
4216774,"40.71722,-73.95862",0,2
4216813,"40.72309,-73.93767",0,0
4217268,"40.84261,-73.93771",1,1
4217758,"40.70729,-73.91697",0,0
4218034,"40.68266,-73.91971",0,0
4218067,"40.81422,-73.94844",0,0
4218098,"40.80653,-73.95194",0,0
4218129,"40.69527,-73.94786",0,0
4219851,"40.70071,-73.92913",1,0
4220151,"40.74588,-74.00055",1,0
4221999,"40.75576,-73.96548",1,2
4224091,"40.68449,-73.98524",1,1
4225569,"40.76273,-73.90579",0,0
4225745,"40.68275,-73.96542",0,2
4226098,"40.78883,-73.97616",0,2
4226269,"40.70013,-73.95165",0,0
4226535,"40.6721,-73.95372",1,0
4227018,"40.71752,-73.94187",0,0
4227141,"40.68724,-73.94218",0,0
4227161,"40.68542,-73.95184",1,0
25589726,"40.68473,-73.92725",0,0
25590224,"40.82441,-73.95327",0,1
25590707,"40.75552,-73.83012",0,0
25590851,"40.76633,-73.98325",1,5
25602541,"40.74029,-73.98337",0,2
25606022,"40.7982,-73.97063",1,1
25606562,"40.77226,-73.98876",0,4
25607226,"40.72873,-73.98759",0,2
25610763,"40.7551,-73.99674",2,3
25610990,"40.72983,-73.95808",0,1
25614818,"40.80227,-73.95985",0,2
25616250,"40.64314,-73.95705",0,0
25616450,"40.82936,-73.90867",0,2
25618799,"40.87077,-73.8817",1,1
25618970,"40.7213,-73.96042",0,2
25619146,"40.68339,-73.9645",0,1
25619849,"40.7252,-73.97598",0,1
25622377,"40.63808,-73.9001",0,0
25622574,"40.63396,-74.00729",4,0
25624101,"40.80983,-73.9384",1,1
25625417,"40.69943,-73.90712",2,0
25626152,"40.64987,-73.93855",0,0
25626932,"40.63369,-74.09489",0,2
25629624,"40.74652,-73.97637",0,2
25635162,"40.75859,-73.91334",0,0
25635216,"40.7764,-73.98236",2,3
25637401,"40.76361,-73.98992",0,2
25638322,"40.73641,-73.87863",0,0
25639256,"40.76276,-73.98932",2,2
25639737,"40.76362,-73.98546",1,5
25665981,"40.6831,-73.84438",0,0
25666271,"40.75374,-73.99517",2,3
25668516,"40.75407,-73.99528",2,3
25669472,"40.72105,-73.73444",1,0
25672309,"40.73467,-73.98501",0,2
25673527,"40.73579,-73.98636",0,2
25673769,"40.76,-73.90684",0,0
25673898,"40.68758,-73.9484",0,0
25674277,"40.79468,-73.9647",0,1
25674366,"40.71577,-73.9553",1,0
25674371,"40.71288,-73.74334",0,0
25677480,"40.7677,-73.95476",0,1
25677571,"40.74646,-73.95324",0,3
25677687,"40.71021,-73.95563",1,0
25678517,"40.79453,-73.96472",0,1
25678522,"40.73416,-74.00424",2,1
25679063,"40.71052,-73.80906",0,0
25679101,"40.79613,-73.96468",0,1
25679492,"40.71016,-73.81118",0,0
25679709,"40.79598,-73.96255",0,1
25680422,"40.7157,-73.95353",1,0
25680531,"40.75391,-73.99709",1,3
25681692,"40.7558,-73.99677",2,3
25683401,"40.76996,-73.9576",0,0
25683408,"40.82414,-73.95139",0,1
25683815,"40.68543,-73.97622",3,1
25684094,"40.58499,-73.81599",0,1
25686640,"40.727,-73.98406",0,2
25688649,"40.68425,-73.9567",1,0
25689024,"40.64172,-73.93073",0,0
25694039,"40.70819,-74.00662",5,4
25698744,"40.79461,-73.94111",0,1
25710052,"40.68785,-73.91361",0,0
25716221,"40.7406,-74.00433",0,3
25719044,"40.66242,-73.94417",0,0
25719557,"40.71301,-73.90716",0,0
25719757,"40.73748,-73.98354",0,4
25721731,"40.74758,-73.97329",2,3
25722216,"40.71017,-73.80965",0,0
25723733,"40.67051,-73.77693",0,0
25724871,"40.81371,-73.95242",0,0
25725858,"40.69449,-73.93726",1,1
25727611,"40.69329,-73.93906",1,0
25728315,"40.67221,-73.93937",0,0
25728623,"40.71233,-73.96208",0,1
25731392,"40.67031,-73.9354",0,0
25734018,"40.67796,-73.97616",0,1
25734212,"40.66097,-73.95615",1,2
25734716,"40.72536,-73.95581",0,1
25736749,"40.79874,-73.96649",1,1
25737165,"40.70659,-74.01002",6,6
25739275,"40.65239,-73.94824",0,0
25739336,"40.63244,-73.99338",0,0
25740704,"40.64707,-73.95074",0,0
25742944,"40.78133,-73.95198",0,0
25745372,"40.72421,-73.97963",0,2
25745458,"40.73503,-73.9547",0,1
25752683,"40.74016,-73.99902",0,2
25755215,"40.71681,-73.95729",1,0
25763994,"40.82913,-73.94718",0,1
25764939,"40.65496,-73.94405",0,0
25764974,"40.74815,-73.98832",2,1
25765042,"40.69848,-73.91179",2,0
25766100,"40.7293,-73.98325",0,3
25767363,"40.69905,-73.92466",2,0
25767382,"40.7128,-73.96244",0,2
25769495,"40.72842,-73.99289",0,1
25769883,"40.68174,-73.94437",0,0
25770425,"40.64497,-74.08267",0,0
25770975,"40.70626,-74.00565",4,4
25771285,"40.82823,-73.93925",1,1
25772415,"40.64324,-73.96332",2,0
25772890,"40.6943,-73.96917",0,0
25773391,"40.68464,-73.97094",1,2
25774497,"40.6755,-73.99806",0,1
25774787,"40.7752,-73.95572",0,0
25775969,"40.80018,-73.95379",0,2
25776030,"40.74907,-73.97818",2,11
25776093,"40.70724,-74.0051",5,3
25776872,"40.64919,-73.9731",0,1
25776914,"40.64795,-73.89337",0,0
25779152,"40.68202,-73.92151",0,0
25779464,"40.81118,-73.94231",0,0
25779937,"40.81207,-73.94359",0,0
25780292,"40.74493,-73.97743",0,1
25780953,"40.73492,-74.00418",2,2
